ts,networks,ports,peak_gbps,current_gbps,capacity_gbps
2026-09-01T16:47:57Z,141,188,1116.82,870.85,8448
2026-09-01T17:04:50Z,141,188,1116.82,893.1,8448
2026-09-01T17:22:46Z,141,188,1116.82,872.12,8448
2026-09-01T17:34:07Z,141,188,1116.82,872.12,8448
2026-09-01T17:47:45Z,141,188,1116.82,915.68,8448
2026-09-01T18:05:26Z,141,188,1116.82,938.58,8448
2026-09-01T18:27:29Z,141,188,1116.82,955.05,8448
2026-09-01T18:40:33Z,141,188,1116.82,955.05,8448
2026-09-01T18:51:24Z,141,188,1116.82,978.15,8448
2026-09-01T19:04:02Z,141,188,1116.82,978.15,8448
2026-09-01T19:21:01Z,141,188,1116.82,964.49,8448
2026-09-01T19:33:13Z,141,188,1116.82,964.49,8448
2026-09-01T19:47:43Z,141,188,1116.82,982.93,8448
2026-09-01T20:04:46Z,141,188,1116.82,954.31,8448
2026-09-01T20:22:42Z,141,188,1116.82,954.31,8448
2026-09-01T20:35:52Z,141,188,1116.82,916.23,8448
2026-09-01T20:49:13Z,141,188,1116.82,916.23,8448
2026-09-01T21:04:16Z,141,188,1116.82,854.72,8448
2026-09-01T21:22:28Z,141,188,1116.82,775.15,8448
2026-09-01T21:35:05Z,141,188,1116.82,775.15,8448
2026-09-01T21:47:57Z,141,188,1116.82,699.12,8448
2026-09-01T22:04:15Z,141,188,1116.82,622,8448
2026-09-01T22:21:14Z,141,188,1116.82,622,8448
2026-09-01T22:34:38Z,141,188,1116.82,636.43,8448
2026-09-01T22:47:34Z,141,188,1116.82,636.43,8448
2026-09-01T23:04:02Z,141,188,1116.82,463.34,8448
2026-09-01T23:19:24Z,141,188,1116.82,398.05,8448
2026-09-01T23:32:47Z,141,188,1116.82,398.05,8448
2026-09-01T23:47:45Z,141,188,1116.82,360.69,8448
2026-09-02T00:06:50Z,141,188,1116.82,327.41,8448
2026-09-02T00:32:04Z,141,188,1116.82,324.79,8448
2026-09-02T00:51:59Z,141,188,1116.82,314.93,8448
2026-09-02T01:04:01Z,141,188,1116.82,314.93,8448
2026-09-02T01:20:57Z,141,188,1116.82,314.34,8448
2026-09-02T01:34:45Z,141,188,1116.82,314.34,8448
2026-09-02T01:59:18Z,141,188,1116.82,277.93,8448
2026-09-02T02:20:44Z,141,188,1116.82,255.3,8448
2026-09-02T02:44:07Z,141,188,1116.82,269.34,8448
2026-09-02T02:55:28Z,141,188,1116.82,265.71,8448
2026-09-02T03:04:24Z,141,188,1116.82,265.71,8448
2026-09-02T03:23:05Z,141,188,1116.82,300.27,8448
2026-09-02T03:36:00Z,141,188,1116.82,300.27,8448
2026-09-02T03:48:48Z,141,188,1116.82,332.76,8448
2026-09-02T04:04:27Z,141,188,1116.82,348.75,8448
2026-09-02T04:25:13Z,141,188,1116.82,348.75,8448
2026-09-02T04:37:11Z,141,188,1116.82,394.77,8448
2026-09-02T04:50:07Z,141,188,1116.82,394.77,8448
2026-09-02T05:04:07Z,141,188,1116.82,430.72,8448
2026-09-02T05:26:19Z,141,188,1116.82,481.01,8448
2026-09-02T05:38:54Z,141,188,1116.82,515.76,8448
2026-09-02T05:50:16Z,141,188,1116.82,515.76,8448
2026-09-02T06:05:54Z,141,188,1116.82,568,8448
2026-09-02T06:33:27Z,141,188,1116.82,620.56,8448
2026-09-02T06:53:39Z,141,188,1116.82,636.96,8448
2026-09-02T07:04:41Z,141,188,1116.82,636.96,8448
2026-09-02T07:23:53Z,141,188,1116.82,672.22,8448
2026-09-02T07:35:59Z,141,188,1116.82,672.22,8448
2026-09-02T07:49:36Z,141,188,1116.82,684.26,8448
2026-09-02T08:05:00Z,141,188,1116.82,676.1,8448
2026-09-02T08:25:46Z,141,188,1116.82,676.1,8448
2026-09-02T08:37:56Z,141,188,1116.82,698.62,8448
2026-09-02T08:50:41Z,141,188,1116.82,698.62,8448
2026-09-02T09:04:24Z,141,188,1116.82,699.07,8448
2026-09-02T09:24:06Z,141,188,1116.82,702.96,8448
2026-09-02T09:36:35Z,141,188,1116.82,702.96,8448
2026-09-02T09:50:02Z,141,188,1116.82,706.61,8448
2026-09-02T10:04:51Z,141,188,1116.82,686.78,8448
2026-09-02T10:24:57Z,141,188,1116.82,686.78,8448
2026-09-02T10:36:52Z,141,188,1116.82,712.9,8448
2026-09-02T10:49:56Z,141,188,1116.82,712.9,8448
